text,register
ἥ τ’ ὄρεος κορυφῇ ἕκαθεν περιφαινομένοιο,narrative
χαλκῷ ταμνομένη τέρενα χθονὶ φύλλα πελάσσῃ,narrative
ὣς πέσεν ἀμφὶ δέ οἱ βράχε τεύχεα ποικίλα χαλκῷ,narrative
Τεῦκρος δ’ ὁρμήθη μεμαὼς ἀπὸ τεύχεα δῦσαι,narrative
Ἕκτωρ δ’ ὁρμηθέντος ἀκόντισε δουρὶ φαεινῷ,narrative
ἀλλ’ ὃ μὲν ἄντα ἰδὼν ἠλεύατο χάλκεον ἔγχος,narrative
τυτθόν ὃ δ’ Ἀμφίμαχον Κτεάτου υἷ’ Ἀκτορίωνος,narrative
νισόμενον πόλεμον δὲ κατὰ στῆθος βάλε δουρί,narrative
δούπησεν δὲ πεσών ἀράβησε δὲ τεύχε’ ἐπ’ αὐτῷ,narrative
Ἕκτωρ δ’ ὁρμήθη κόρυθα κροτάφοις ἀραρυῖαν,narrative
κρατὸς ἀφαρπάξαι μεγαλήτορος Ἀμφιμάχοιο,narrative
Αἴας δ’ ὁρμηθέντος ὀρέξατο δουρὶ φαεινῷ,narrative
Ἕκτορος ἀλλ’ οὔ πῃ χροὸς εἴσατο πᾶς δ’ ἄρα χαλκῷ,narrative
σμερδαλέῳ κεκάλυφθ’ ὃ δ’ ἄρ’ ἀσπίδος ὀμφαλὸν οὖτα,narrative
ὦσε δέ μιν σθένεϊ μεγάλῳ ὃ δὲ χάσσατ’ ὀπίσσω,narrative
νεκρῶν ἀμφοτέρων τοὺς δ’ ἐξείρυσσαν Ἀχαιοί,narrative
Ἀμφίμαχον μὲν ἄρα Στιχίος δῖός τε Μενεσθεὺς,narrative
ἀρχοὶ Ἀθηναίων κόμισαν μετὰ λαὸν Ἀχαιῶν,narrative
Ἴμβριον αὖτ’ Αἴαντε μεμαότε θούριδος ἀλκῆς,narrative
ὥς τε δύ’ αἶγα λέοντε κυνῶν ὕπο καρχαροδόντων,narrative
ἁρπάξαντε φέρητον ἀνὰ ῥωπήϊα πυκνὰ,narrative
ὑψοῦ ὑπὲρ γαίης μετὰ γαμφηλῇσιν ἔχοντε,narrative
ὥς ῥα τὸν ὑψοῦ ἔχοντε δύω Αἴαντε κορυστὰ,narrative
τεύχεα συλήτην κεφαλὴν δ’ ἁπαλῆς ἀπὸ δειρῆς,narrative
κόψεν Ὀϊλιάδης κεχολωμένος Ἀμφιμάχοιο,narrative
ἧκε δέ μιν σφαιρηδὸν ἑλιξάμενος δι’ ὁμίλου,narrative
Ἕκτορι δὲ προπάροιθε ποδῶν πέσεν ἐν κονίῃσι,narrative
καὶ τότε δὴ περὶ κῆρι Ποσειδάων ἐχολώθη,narrative
υἱωνοῖο πεσόντος ἐν αἰνῇ δηϊοτῆτι,narrative
βῆ δ’ ἰέναι παρά τε κλισίας καὶ νῆας Ἀχαιῶν,narrative
ὀτρυνέων Δαναούς Τρώεσσι δὲ κήδεα τεῦχεν,narrative
Ἰδομενεὺς δ’ ἄρα οἱ δουρικλυτὸς ἀντεβόλησεν,narrative
ἐρχόμενος παρ’ ἑταίρου ὅ οἱ νέον ἐκ πολέμοιο,narrative
ἦλθε κατ’ ἰγνύην βεβλημένος ὀξέϊ χαλκῷ,narrative
τὸν μὲν ἑταῖροι ἔνεικαν ὃ δ’ ἰητροῖς ἐπιτείλας,narrative
ἤϊεν ἐς κλισίην ἔτι γὰρ πολέμοιο μενοίνα,narrative
ἀντιάαν τὸν δὲ προσέφη κρείων ἐνοσίχθων,narrative
εἰσάμενος φθογγὴν Ἀνδραίμονος υἷϊ Θόαντι,narrative
ὃς πάσῃ Πλευρῶνι καὶ αἰπεινῇ Καλυδῶνι,narrative
Αἰτωλοῖσιν ἄνασσε θεὸς δ’ ὣς τίετο δήμῳ,narrative
Ἰδομενεῦ Κρητῶν βουληφόρε ποῦ τοι ἀπειλαὶ,speech
οἴχονται τὰς Τρωσὶν ἀπείλεον υἷες Ἀχαιῶν,speech
τὸν δ’ αὖτ’ Ἰδομενεὺς Κρητῶν ἀγὸς ἀντίον ηὔδα,narrative
ὦ Θόαν οὔ τις ἀνὴρ νῦν γ’ αἴτιος ὅσσον ἔγωγε,speech
γιγνώσκω πάντες γὰρ ἐπιστάμεθα πτολεμίζειν,speech
οὔτέ τινα δέος ἴσχει ἀκήριον οὔτέ τις ὄκνῳ,speech
εἴκων ἀνδύεται πόλεμον κακόν ἀλλά που οὕτω,speech
μέλλει δὴ φίλον εἶναι ὑπερμενέϊ Κρονίωνι,speech
νωνύμνους ἀπολέσθαι ἀπ’ Ἄργεος ἐνθάδ’ Ἀχαιούς,speech
ἀλλὰ Θόαν καὶ γὰρ τὸ πάρος μενεδήϊος ἦσθα,speech
ὀτρύνεις δὲ καὶ ἄλλον ὅθι μεθιέντα ἴδηαι,speech
τὼ νῦν μήτ’ ἀπόληγε κέλευέ τε φωτὶ ἑκάστῳ,speech
τὸν δ’ ἠμείβετ’ ἔπειτα Ποσειδάων ἐνοσίχθων,narrative
Ἰδομενεῦ μὴ κεῖνος ἀνὴρ ἔτι νοστήσειεν,speech
ἐκ Τροίης ἀλλ’ αὖθι κυνῶν μέλπηθρα γένοιτο,speech
ὅς τις ἐπ’ ἤματι τῷδε ἑκὼν μεθίῃσι μάχεσθαι,speech
ἀλλ’ ἄγε τεύχεα δεῦρο λαβὼν ἴθι ταῦτα δ’ ἅμα χρὴ,speech
σπεύδειν αἴ κ’ ὄφελός τι γενώμεθα καὶ δύ’ ἐόντε,speech
συμφερτὴ δ’ ἀρετὴ πέλει ἀνδρῶν καὶ μάλα λυγρῶν,speech
νῶϊ δὲ καί κ’ ἀγαθοῖσιν ἐπισταίμεσθα μάχεσθαι,speech
ὣς εἰπὼν ὃ μὲν αὖτις ἔβη θεὸς ἂμ πόνον ἀνδρῶν,narrative
Ἰδομενεὺς δ’ ὅτε δὴ κλισίην εὔτυκτον ἵκανε,narrative
δύσετο τεύχεα καλὰ περὶ χροΐ γέντο δὲ δοῦρε,narrative
βῆ δ’ ἴμεν ἀστεροπῇ ἐναλίγκιος ἥν τε Κρονίων,narrative
χειρὶ λαβὼν ἐτίναξεν ἀπ’ αἰγλήεντος Ὀλύμπου,narrative
δεικνὺς σῆμα βροτοῖσιν ἀρίζηλοι δέ οἱ αὐγαί,narrative
ὣς τοῦ χαλκὸς ἔλαμπε περὶ στήθεσσι θέοντος,narrative
Μηριόνης δ’ ἄρα οἱ θεράπων ἐῢς ἀντεβόλησεν,narrative
ἐγγὺς ἔτι κλισίης μετὰ γὰρ δόρυ χάλκεον ᾔει,narrative
οἰσόμενος τὸν δὲ προσέφη σθένος Ἰδομενῆος,narrative
Μηριόνη Μόλου υἱὲ πόδας ταχὺ φίλταθ’ ἑταίρων,speech
τίπτ’ ἦλθες πόλεμόν τε λιπὼν καὶ δηϊοτῆτα,speech
ἠέ τι βέβληαι βέλεος δέ σε τείρει ἀκωκή,speech
ἦέ τευ ἀγγελίης μετ’ ἔμ’ ἤλυθες οὐδέ τοι αὐτὸς,speech
ἧσθαι ἐνὶ κλισίῃσι λιλαίομαι ἀλλὰ μάχεσθαι,speech
τὸν δ’ αὖ Μηριόνης πεπνυμένος ἀντίον ηὔδα,narrative
Ἰδομενεῦ Κρητῶν βουληφόρε χαλκοχιτώνων,speech
ἔρχομαι εἴ τί τοι ἔγχος ἐνὶ κλισίῃσι λέλειπται,speech
οἰσόμενος τό νυ γὰρ κατεάξαμεν ὃ πρὶν ἔχεσκον,speech
ἀσπίδα Δηϊφόβοιο βαλὼν ὑπερηνορέοντος,speech
τὸν δ’ αὖτ’ Ἰδομενεὺς Κρητῶν ἀγὸς ἀντίον ηὔδα,narrative
δούρατα δ’ αἴ κ’ ἐθέλῃσθα καὶ ἓν καὶ εἴκοσι δήεις,speech
ἑσταότ’ ἐν κλισίῃ πρὸς ἐνώπια παμφανόωντα,speech
Τρώϊα τὰ κταμένων ἀποαίνυμαι οὐ γὰρ ὀΐω,speech
ἀνδρῶν δυσμενέων ἑκὰς ἱστάμενος πολεμίζειν,speech
τώ μοι δούρατά τ’ ἔστι καὶ ἀσπίδες ὀμφαλόεσσαι,speech
καὶ κόρυθες καὶ θώρηκες λαμπρὸν γανόωντες,speech
τὸν δ’ αὖ Μηριόνης πεπνυμένος ἀντίον ηὔδα,narrative
καί τοι ἐμοὶ παρά τε κλισίῃ καὶ νηῒ μελαίνῃ,speech
πόλλ’ ἔναρα Τρώων ἀλλ’ οὐ σχεδόν ἐστιν ἑλέσθαι,speech
οὐδὲ γὰρ οὐδ’ ἐμέ φημι λελασμένον ἔμμεναι ἀλκῆς,speech
ἀλλὰ μετὰ πρώτοισι μάχην ἀνὰ κυδιάνειραν,speech
ἵσταμαι ὁππότε νεῖκος ὀρώρηται πολέμοιο,speech
ἄλλόν πού τινα μᾶλλον Ἀχαιῶν χαλκοχιτώνων,speech
λήθω μαρνάμενος σὲ δὲ ἴδμεναι αὐτὸν ὀΐω,speech
τὸν δ’ αὖτ’ Ἰδομενεὺς Κρητῶν ἀγὸς ἀντίον ηὔδα,narrative
οἶδ’ ἀρετὴν οἷός ἐσσι τί σε χρὴ ταῦτα λέγεσθαι,speech
εἰ γὰρ νῦν παρὰ νηυσὶ λεγοίμεθα πάντες ἄριστοι,speech
ἐς λόχον ἔνθα μάλιστ’ ἀρετὴ διαείδεται ἀνδρῶν,speech
ἔνθ’ ὅ τε δειλὸς ἀνὴρ ὅς τ’ ἄλκιμος ἐξεφαάνθη,speech
τοῦ μὲν γάρ τε κακοῦ τρέπεται χρὼς ἄλλυδις ἄλλῃ,speech
οὐδέ οἱ ἀτρέμας ἧσθαι ἐρητύετ’ ἐν φρεσὶ θυμός,speech
ἀλλὰ μετοκλάζει καὶ ἐπ’ ἀμφοτέρους πόδας ἵζει,speech
ἐν δέ τέ οἱ κραδίη μεγάλα στέρνοισι πατάσσει,speech
κῆρας ὀϊομένῳ πάταγος δέ τε γίγνετ’ ὀδόντων,speech
τοῦ δ’ ἀγαθοῦ οὔ τ’ ἂρ τρέπεται χρὼς οὔτέ τι λίην,speech
ταρβεῖ ἐπειδὰν πρῶτον ἐσίζηται λόχον ἀνδρῶν,speech
ἀρᾶται δὲ τάχιστα μιγήμεναι ἐν δαῒ λυγρῇ,speech
οὐδέ κεν ἔνθα τεόν γε μένος καὶ χεῖρας ὄνοιτο,speech
εἴ περ γάρ κε βλεῖο πονεύμενος ἠὲ τυπείης,speech
οὐκ ἂν ἐν αὐχέν’ ὄπισθε πέσοι βέλος οὐδ’ ἐνὶ νώτῳ,speech
ἀλλά κεν ἢ στέρνων ἢ νηδύος ἀντιάσειε,speech
πρόσσω ἱεμένοιο μετὰ προμάχων ὀαριστύν,speech
ἀλλ’ ἄγε μηκέτι ταῦτα λεγώμεθα νηπύτιοι ὣς,speech
ἑσταότες μή πού τις ὑπερφιάλως νεμεσήσῃ,speech
ἀλλὰ σύ γε κλισίην δὲ κιὼν ἕλευ ὄβριμον ἔγχος,speech
ὣς φάτο Μηριόνης δὲ θοῷ ἀτάλαντος Ἄρηϊ,narrative
καρπαλίμως κλισίηθεν ἀνείλετο χάλκεον ἔγχος,narrative
βῆ δὲ μετ’ Ἰδομενῆα μέγα πτολέμοιο μεμηλώς,narrative
οἷος δὲ βροτολοιγὸς Ἄρης πόλεμον δὲ μέτεισι,narrative
τῷ δὲ Φόβος φίλος υἱὸς ἅμα κρατερὸς καὶ ἀταρβὴς,narrative
ἕσπετο ὅς τ’ ἐφόβησε ταλάφρονά περ πολεμιστήν,narrative
τὼ μὲν ἄρ’ ἐκ Θρῄκης Ἐφύρους μέτα θωρήσσεσθον,narrative
ἠὲ μετὰ Φλεγύας μεγαλήτορας οὐδ’ ἄρα τώ γε,narrative
ἔκλυον ἀμφοτέρων ἑτέροισι δὲ κῦδος ἔδωκαν,narrative
τοῖοι Μηριόνης τε καὶ Ἰδομενεὺς ἀγοὶ ἀνδρῶν,narrative
ἤϊσαν ἐς πόλεμον κεκορυθμένοι αἴθοπι χαλκῷ,narrative
τὸν καὶ Μηριόνης πρότερος πρὸς μῦθον ἔειπε,narrative
Δευκαλίδη πῇ τὰρ μέμονας καταδῦναι ὅμιλον,speech
ἢ ἐπὶ δεξιόφιν παντὸς στρατοῦ ἦ ἀνὰ μέσσους,speech
ἦ ἐπ’ ἀριστερόφιν ἐπεὶ οὔ ποθι ἔλπομαι οὕτω,speech
δεύεσθαι πολέμοιο κάρη κομόωντας Ἀχαιούς,speech
τὸν δ’ αὖτ’ Ἰδομενεὺς Κρητῶν ἀγὸς ἀντίον ηὔδα,narrative
νηυσὶ μὲν ἐν μέσσῃσιν ἀμύνειν εἰσὶ καὶ ἄλλοι,speech
Αἴαντές τε δύω Τεῦκρός θ’ ὃς ἄριστος Ἀχαιῶν,speech
τοξοσύνῃ ἀγαθὸς δὲ καὶ ἐν σταδίῃ ὑσμίνῃ,speech
οἵ μιν ἅδην ἐλόωσι καὶ ἐσσύμενον πολέμοιο,speech
Ἕκτορα Πριαμίδην καὶ εἰ μάλα καρτερός ἐστιν,speech
αἰπύ οἱ ἐσσεῖται μάλα περ μεμαῶτι μάχεσθαι,speech
κείνων νικήσαντι μένος καὶ χεῖρας ἀάπτους,speech
νῆας ἐνιπρῆσαι ὅτε μὴ αὐτός γε Κρονίων,speech
ἐμβάλοι αἰθόμενον δαλὸν νήεσσι θοῇσιν,speech
ἀνδρὶ δέ κ’ οὐκ εἴξειε μέγας Τελαμώνιος Αἴας,speech
ὃς θνητός τ’ εἴη καὶ ἔδοι Δημήτερος ἀκτὴν,speech
χαλκῷ τε ῥηκτὸς μεγάλοισί τε χερμαδίοισιν,speech
οὐδ’ ἂν Ἀχιλλῆϊ ῥηξήνορι χωρήσειεν,speech
ἔν γ’ αὐτοσταδίῃ ποσὶ δ’ οὔ πως ἔστιν ἐρίζειν,speech
νῶϊν δ’ ὧδ’ ἐπ’ ἀριστέρ’ ἔχε στρατοῦ ὄφρα τάχιστα,speech
εἴδομεν ἠέ τῳ εὖχος ὀρέξομεν ἦέ τις ἡμῖν,speech
ὣς φάτο Μηριόνης δὲ θοῷ ἀτάλαντος Ἄρηϊ,narrative
ἦρχ’ ἴμεν ὄφρ’ ἀφίκοντο κατὰ στρατὸν ᾗ μιν ἀνώγει,narrative
οἳ δ’ ὡς Ἰδομενῆα ἴδον φλογὶ εἴκελον ἀλκὴν,narrative
αὐτὸν καὶ θεράποντα σὺν ἔντεσι δαιδαλέοισι,narrative
κεκλόμενοι καθ’ ὅμιλον ἐπ’ αὐτῷ πάντες ἔβησαν,narrative
τῶν δ’ ὁμὸν ἵστατο νεῖκος ἐπὶ πρυμνῇσι νέεσσιν,narrative
ὡς δ’ ὅθ’ ὑπὸ λιγέων ἀνέμων σπέρχωσιν ἄελλαι,narrative
ἤματι τῷ ὅτε τε πλείστη κόνις ἀμφὶ κελεύθους,narrative
οἵ τ’ ἄμυδις κονίης μεγάλην ἱστᾶσιν ὀμίχλην,narrative
ὣς ἄρα τῶν ὁμόσ’ ἦλθε μάχη μέμασαν δ’ ἐνὶ θυμῷ,narrative
ἀλλήλους καθ’ ὅμιλον ἐναιρέμεν ὀξέϊ χαλκῷ,narrative
ἔφριξεν δὲ μάχη φθισίμβροτος ἐγχείῃσι,narrative
μακρῇς ἃς εἶχον ταμεσίχροας ὄσσε δ’ ἄμερδεν,narrative
αὐγὴ χαλκείη κορύθων ἄπο λαμπομενάων,narrative
θωρήκων τε νεοσμήκτων σακέων τε φαεινῶν,narrative
ἐρχομένων ἄμυδις μάλα κεν θρασυκάρδιος εἴη,narrative
ὃς τότε γηθήσειεν ἰδὼν πόνον οὐδ’ ἀκάχοιτο,narrative
τὼ δ’ ἀμφὶς φρονέοντε δύω Κρόνου υἷε κραταιὼ,narrative
ἀνδράσιν ἡρώεσσιν ἐτεύχετον ἄλγεα λυγρά,narrative
Ζεὺς μέν ῥα Τρώεσσι καὶ Ἕκτορι βούλετο νίκην,narrative
κυδαίνων Ἀχιλῆα πόδας ταχύν οὐδέ τι πάμπαν,narrative
ἤθελε λαὸν ὀλέσθαι Ἀχαιϊκὸν Ἰλιόθι πρό,narrative
ἀλλὰ Θέτιν κύδαινε καὶ υἱέα καρτερόθυμον,narrative
Ἀργείους δὲ Ποσειδάων ὀρόθυνε μετελθὼν,narrative
λάθρῃ ὑπεξαναδὺς πολιῆς ἁλός ἤχθετο γάρ ῥα,narrative
Τρωσὶν δαμναμένους Διὶ δὲ κρατερῶς ἐνεμέσσα,narrative
ἦ μὰν ἀμφοτέροισιν ὁμὸν γένος ἠδ’ ἴα πάτρη,narrative
ἀλλὰ Ζεὺς πρότερος γεγόνει καὶ πλείονα ᾔδη,narrative
τώ ῥα καὶ ἀμφαδίην μὲν ἀλεξέμεναι ἀλέεινε,narrative
λάθρῃ δ’ αἰὲν ἔγειρε κατὰ στρατὸν ἀνδρὶ ἐοικώς,narrative
τοὶ δ’ ἔριδος κρατερῆς καὶ ὁμοιΐου πτολέμοιο,narrative
πεῖραρ ἐπαλλάξαντες ἐπ’ ἀμφοτέροισι τάνυσσαν,narrative
ἄρρηκτόν τ’ ἄλυτόν τε τὸ πολλῶν γούνατ’ ἔλυσεν,narrative
ἔνθα μεσαιπόλιός περ ἐὼν Δαναοῖσι κελεύσας,narrative
Ἰδομενεὺς Τρώεσσι μετάλμενος ἐν φόβον ὦρσε,narrative
πέφνε γὰρ Ὀθρυονῆα Καβησόθεν ἔνδον ἐόντα,narrative
ὅς ῥα νέον πολέμοιο μετὰ κλέος εἰληλούθει,narrative
ᾔτεε δὲ Πριάμοιο θυγατρῶν εἶδος ἀρίστην,narrative
Κασσάνδρην ἀνάεδνον ὑπέσχετο δὲ μέγα ἔργον,narrative
ἐκ Τροίης ἀέκοντας ἀπωσέμεν υἷας Ἀχαιῶν,narrative
τῷ δ’ ὁ γέρων Πρίαμος ὑπό τ’ ἔσχετο καὶ κατένευσε,narrative
δωσέμεναι ὃ δὲ μάρναθ’ ὑποσχεσίῃσι πιθήσας,narrative
Ἰδομενεὺς δ’ αὐτοῖο τιτύσκετο δουρὶ φαεινῷ,narrative
καὶ βάλεν ὕψι βιβάντα τυχών οὐδ’ ἤρκεσε θώρηξ,narrative
χάλκεος ὃν φορέεσκε μέσῃ δ’ ἐν γαστέρι πῆξε,narrative
δούπησεν δὲ πεσών ὃ δ’ ἐπεύξατο φώνησέν τε,narrative
Ὀθρυονεῦ περὶ δή σε βροτῶν αἰνίζομ’ ἁπάντων,speech
εἰ ἐτεὸν δὴ πάντα τελευτήσεις ὅσ’ ὑπέστης,speech
Δαρδανίδῃ Πριάμῳ ὃ δ’ ὑπέσχετο θυγατέρα ἥν,speech
καί κέ τοι ἡμεῖς ταῦτά γ’ ὑποσχόμενοι τελέσαιμεν,speech
δοῖμεν δ’ Ἀτρεΐδαο θυγατρῶν εἶδος ἀρίστην,speech
Ἄργεος ἐξαγαγόντες ὀπυιέμεν εἴ κε σὺν ἄμμιν,speech
Ἰλίου ἐκπέρσῃς εὖ ναιόμενον πτολίεθρον,speech
ἀλλ’ ἕπε’ ὄφρ’ ἐπὶ νηυσὶ συνώμεθα ποντοπόροισιν,speech
ἀμφὶ γάμῳ ἐπεὶ οὔ τοι ἐεδνωταὶ κακοί εἰμεν,speech
ὣς εἰπὼν ποδὸς ἕλκε κατὰ κρατερὴν ὑσμίνην,narrative
ἥρως Ἰδομενεύς τῷ δ’ Ἄσιος ἦλθ’ ἐπαμύντωρ,narrative
πεζὸς πρόσθ’ ἵππων τὼ δὲ πνείοντε κατ’ ὤμων,narrative
αἰὲν ἔχ’ ἡνίοχος θεράπων ὃ δὲ ἵετο θυμῷ,narrative
Ἰδομενῆα βαλεῖν ὃ δέ μιν φθάμενος βάλε δουρὶ,narrative
λαιμὸν ὑπ’ ἀνθερεῶνα διὰ πρὸ δὲ χαλκὸν ἔλασσεν,narrative
ἤριπε δ’ ὡς ὅτε τις δρῦς ἤριπεν ἢ ἀχερωῒς,narrative
ἠὲ πίτυς βλωθρή τήν τ’ οὔρεσι τέκτονες ἄνδρες,narrative
ἐξέταμον πελέκεσσι νεήκεσι νήϊον εἶναι,narrative
ὣς ὃ πρόσθ’ ἵππων καὶ δίφρου κεῖτο τανυσθεὶς,narrative
βεβρυχὼς κόνιος δεδραγμένος αἱματοέσσης,narrative
ἐκ δέ οἱ ἡνίοχος πλήγη φρένας ἃς πάρος εἶχεν,narrative
οὐδ’ ὅ γ’ ἐτόλμησεν δηΐων ὑπὸ χεῖρας ἀλύξας,narrative
ἂψ ἵππους στρέψαι τὸν δ’ Ἀντίλοχος μενεχάρμης,narrative
δουρὶ μέσον περόνησε τυχών οὐδ’ ἤρκεσε θώρηξ,narrative
χάλκεος ὃν φορέεσκε μέσῃ δ’ ἐν γαστέρι πῆξεν,narrative
αὐτὰρ ὃ ἀσθμαίνων εὐεργέος ἔκπεσε δίφρου,narrative
ἵππους δ’ Ἀντίλοχος μεγαθύμου Νέστορος υἱὸς,narrative
ἐξέλασε Τρώων μετ’ ἐϋκνήμιδας Ἀχαιούς,narrative
Δηΐφοβος δὲ μάλα σχεδὸν ἤλυθεν Ἰδομενῆος,narrative
Ἀσίου ἀχνύμενος καὶ ἀκόντισε δουρὶ φαεινῷ,narrative
ἀλλ’ ὃ μὲν ἄντα ἰδὼν ἠλεύατο χάλκεον ἔγχος,narrative
Ἰδομενεύς κρύφθη γὰρ ὑπ’ ἀσπίδι πάντοσ’ ἐΐσῃ,narrative
τὴν ἄρ’ ὅ γε ῥινοῖσι βοῶν καὶ νώροπι χαλκῷ,narrative
δινωτὴν φορέεσκε δύω κανόνεσσ’ ἀραρυῖαν,narrative
τῇ ὕπο πᾶς ἐάλη τὸ δ’ ὑπέρπτατο χάλκεον ἔγχος,narrative
καρφαλέον δέ οἱ ἀσπὶς ἐπιθρέξαντος ἄϋσεν,narrative
ἔγχεος οὐδ’ ἅλιόν ῥα βαρείης χειρὸς ἀφῆκεν,narrative
ἀλλ’ ἔβαλ’ Ἱππασίδην Ὑψήνορα ποιμένα λαῶν,narrative
ἧπαρ ὑπὸ πραπίδων εἶθαρ δ’ ὑπὸ γούνατ’ ἔλυσε,narrative
Δηΐφοβος δ’ ἔκπαγλον ἐπεύξατο μακρὸν ἀΰσας,narrative
οὐ μὰν αὖτ’ ἄτιτος κεῖτ’ Ἄσιος ἀλλά ἕ φημι,speech
εἰς Ἄϊδός περ ἰόντα πυλάρταο κρατεροῖο,speech
γηθήσειν κατὰ θυμόν ἐπεί ῥά οἱ ὤπασα πομπόν,speech
ὣς ἔφατ’ Ἀργείοισι δ’ ἄχος γένετ’ εὐξαμένοιο,narrative
Ἀντιλόχῳ δὲ μάλιστα δαΐφρονι θυμὸν ὄρινεν,narrative
ἀλλ’ οὐδ’ ἀχνύμενός περ ἑοῦ ἀμέλησεν ἑταίρου,narrative
ἀλλὰ θέων περίβη καί οἱ σάκος ἀμφεκάλυψε,narrative
τὸν μὲν ἔπειθ’ ὑποδύντε δύω ἐρίηρες ἑταῖροι,narrative
Μηκιστεὺς Ἐχίοιο πάϊς καὶ δῖος Ἀλάστωρ,narrative
νῆας ἔπι γλαφυρὰς φερέτην βαρέα στενάχοντα,narrative
Ἰδομενεὺς δ’ οὐ λῆγε μένος μέγα ἵετο δ’ αἰεὶ,narrative
ἠέ τινα Τρώων ἐρεβεννῇ νυκτὶ καλύψαι,narrative
ἢ αὐτὸς δουπῆσαι ἀμύνων λοιγὸν Ἀχαιοῖς,narrative
ἔνθ’ Αἰσυήταο διοτρεφέος φίλον υἱὸν,narrative
ἥρω’ Ἀλκάθοον γαμβρὸς δ’ ἦν Ἀγχίσαο,narrative
πρεσβυτάτην δ’ ὤπυιε θυγατρῶν Ἱπποδάμειαν,narrative
τὴν περὶ κῆρι φίλησε πατὴρ καὶ πότνια μήτηρ,narrative
ἐν μεγάρῳ πᾶσαν γὰρ ὁμηλικίην ἐκέκαστο,narrative
κάλλεϊ καὶ ἔργοισιν ἰδὲ φρεσί τοὔνεκα καί μιν,narrative
γῆμεν ἀνὴρ ὤριστος ἐνὶ Τροίῃ εὐρείῃ,narrative
τὸν τόθ’ ὑπ’ Ἰδομενῆϊ Ποσειδάων ἐδάμασσε,narrative
θέλξας ὄσσε φαεινά πέδησε δὲ φαίδιμα γυῖα,narrative
οὔτε γὰρ ἐξοπίσω φυγέειν δύνατ’ οὔτ’ ἀλέασθαι,narrative
ἀλλ’ ὥς τε στήλην ἢ δένδρεον ὑψιπέτηλον,narrative
ἀτρέμας ἑσταότα στῆθος μέσον οὔτασε δουρὶ,narrative
ἥρως Ἰδομενεύς ῥῆξεν δέ οἱ ἀμφὶ χιτῶνα,narrative
χάλκεον ὅς οἱ πρόσθεν ἀπὸ χροὸς ἤρκει ὄλεθρον,narrative
δὴ τότε γ’ αὖον ἄϋσεν ἐρεικόμενος περὶ δουρί,narrative
δούπησεν δὲ πεσών δόρυ δ’ ἐν κραδίῃ ἐπεπήγει,narrative
ἥ ῥά οἱ ἀσπαίρουσα καὶ οὐρίαχον πελέμιζεν,narrative
ἔγχεος ἔνθα δ’ ἔπειτ’ ἀφίει μένος ὄβριμος Ἄρης,narrative
Ἰδομενεὺς δ’ ἔκπαγλον ἐπεύξατο μακρὸν ἀΰσας,narrative
Δηΐφοβ’ ἦ ἄρα δή τι ἐΐσκομεν ἄξιον εἶναι,speech
τρεῖς ἑνὸς ἀντὶ πεφάσθαι ἐπεὶ σύ περ εὔχεαι οὕτω,speech
δαιμόνι’ ἀλλὰ καὶ αὐτὸς ἐναντίον ἵστασ’ ἐμεῖο,speech
ὄφρα ἴδῃ οἷος Ζηνὸς γόνος ἐνθάδ’ ἱκάνω,speech
ὃς πρῶτον Μίνωα τέκε Κρήτῃ ἐπίουρον,speech
Μίνως δ’ αὖ τέκεθ’ υἱὸν ἀμύμονα Δευκαλίωνα,speech
Δευκαλίων δ’ ἐμὲ τίκτε πολέσσ’ ἄνδρεσσιν ἄνακτα,speech
Κρήτῃ ἐν εὐρείῃ νῦν δ’ ἐνθάδε νῆες ἔνεικαν,speech
σοί τε κακὸν καὶ πατρὶ καὶ ἄλλοισι Τρώεσσιν,speech
ὣς φάτο Δηΐφοβος δὲ διάνδιχα μερμήριξεν,narrative
ἤ τινά που Τρώων ἑταρίσσαιτο μεγαθύμων,narrative
ἂψ ἀναχωρήσας ἦ πειρήσαιτο καὶ οἶος,narrative
ὧδε δέ οἱ φρονέοντι δοάσσατο κέρδιον εἶναι,narrative
βῆναι ἐπ’ Αἰνείαν τὸν δ’ ὕστατον εὗρεν ὁμίλου,narrative
ἑσταότ’ αἰεὶ γὰρ Πριάμῳ ἐπεμήνιε δίῳ,narrative
οὕνεκ’ ἄρ’ ἐσθλὸν ἐόντα μετ’ ἀνδράσιν οὔ τι τίεσκεν,narrative
ἀγχοῦ δ’ ἱστάμενος ἔπεα πτερόεντα προσηύδα,narrative
Αἰνεία Τρώων βουληφόρε νῦν σε μάλα χρὴ,speech
γαμβρῷ ἀμυνέμεναι εἴ πέρ τί σε κῆδος ἱκάνει,speech
ἀλλ’ ἕπευ Ἀλκαθόῳ ἐπαμύνομεν ὅς σε πάρος γε,speech
γαμβρὸς ἐὼν ἔθρεψε δόμοις ἔνι τυτθὸν ἐόντα,speech
τὸν δέ τοι Ἰδομενεὺς δουρικλυτὸς ἐξενάριξεν,speech
ὣς φάτο τῷ δ’ ἄρα θυμὸν ἐνὶ στήθεσσιν ὄρινε,narrative
βῆ δὲ μετ’ Ἰδομενῆα μέγα πτολέμοιο μεμηλώς,narrative
ἀλλ’ οὐκ Ἰδομενῆα φόβος λάβε τηλύγετον ὥς,narrative
