text,register
μῆλα δὲ Κύκλωπος γλαφυρῆς ἐκ νηὸς ἑλόντες,speech
δασσάμεθ’ ὡς μή τίς μοι ἀτεμβόμενος κίοι ἴσης,speech
ἀρνειὸν δ’ ἐμοὶ οἴῳ ἐυκνήμιδες ἑταῖροι,speech
μήλων δαιομένων δόσαν ἔξοχα τὸν δ’ ἐπὶ θινὶ,speech
Ζηνὶ κελαινεφέι Κρονίδῃ ὃς πᾶσιν ἀνάσσει,speech
ῥέξας μηρί’ ἔκαιον ὁ δ’ οὐκ ἐμπάζετο ἱρῶν,speech
ἀλλ’ ὅ γε μερμήριξεν ὅπως ἀπολοίατο πᾶσαι,speech
νῆες ἐύσσελμοι καὶ ἐμοὶ ἐρίηρες ἑταῖροι,speech
ὣς τότε μὲν πρόπαν ἦμαρ ἐς ἠέλιον καταδύντα,speech
ἥμεθα δαινύμενοι κρέα τ’ ἄσπετα καὶ μέθυ ἡδύ,speech
ἦμος δ’ ἠέλιος κατέδυ καὶ ἐπὶ κνέφας ἦλθε,speech
δὴ τότε κοιμήθημεν ἐπὶ ῥηγμῖνι θαλάσσης,speech
ἦμος δ’ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς,speech
δὴ τότ’ ἐγὼν ἑτάροισιν ἐποτρύνας ἐκέλευσα,speech
αὐτούς τ’ ἀμβαίνειν ἀνά τε πρυμνήσια λῦσαι,speech
οἱ δ’ αἶψ’ εἴσβαινον καὶ ἐπὶ κληῖσι καθῖζον,speech
ἑξῆς δ’ ἑζόμενοι πολιὴν ἅλα τύπτον ἐρετμοῖς,speech
ἔνθεν δὲ προτέρω πλέομεν ἀκαχήμενοι ἦτορ,speech
ἄσμενοι ἐκ θανάτοιο φίλους ὀλέσαντες ἑταίρους,speech
Αἰολίην δ’ ἐς νῆσον ἀφικόμεθ’ ἔνθα δ’ ἔναιεν,speech
Αἴολος Ἱπποτάδης φίλος ἀθανάτοισι θεοῖσιν,speech
πλωτῇ ἐνὶ νήσῳ πᾶσαν δέ τέ μιν πέρι τεῖχος,speech
χάλκεον ἄρρηκτον λισσὴ δ’ ἀναδέδρομε πέτρη,speech
τοῦ καὶ δώδεκα παῖδες ἐνὶ μεγάροις γεγάασιν,speech
ἓξ μὲν θυγατέρες ἓξ δ’ υἱέες ἡβώοντες,speech
ἔνθ’ ὅ γε θυγατέρας πόρεν υἱάσιν εἶναι ἀκοίτις,speech
οἱ δ’ αἰεὶ παρὰ πατρὶ φίλῳ καὶ μητέρι κεδνῇ,speech
δαίνυνται παρὰ δέ σφιν ὀνείατα μυρία κεῖται,speech
κνισῆεν δέ τε δῶμα περιστεναχίζεται αὐλῇ,speech
ἤματα νύκτας δ’ αὖτε παρ’ αἰδοίῃς ἀλόχοισιν,speech
εὕδουσ’ ἔν τε τάπησι καὶ ἐν τρητοῖσι λέχεσσι,speech
καὶ μὲν τῶν ἱκόμεσθα πόλιν καὶ δώματα καλά,speech
μῆνα δὲ πάντα φίλει με καὶ ἐξερέεινεν ἕκαστα,speech
Ἴλιον Ἀργείων τε νέας καὶ νόστον Ἀχαιῶν,speech
καὶ μὲν ἐγὼ τῷ πάντα κατὰ μοῖραν κατέλεξα,speech
ἀλλ’ ὅτε δὴ καὶ ἐγὼν ὁδὸν ᾔτεον ἠδ’ ἐκέλευον,speech
πεμπέμεν οὐδέ τι κεῖνος ἀνήνατο τεῦχε δὲ πομπήν,speech
δῶκε δέ μ’ ἐκδείρας ἀσκὸν βοὸς ἐννεώροιο,speech
ἔνθα δὲ βυκτάων ἀνέμων κατέδησε κέλευθα,speech
κεῖνον γὰρ ταμίην ἀνέμων ποίησε Κρονίων,speech
ἠμὲν παυέμεναι ἠδ’ ὀρνύμεν ὅν κ’ ἐθέλῃσι,speech
νηὶ δ’ ἐνὶ γλαφυρῇ κατέδει μέρμιθι φαεινῇ,speech
ἀργυρέῃ ἵνα μή τι παραπνεύσῃ ὀλίγον περ,speech
αὐτὰρ ἐμοὶ πνοιὴν Ζεφύρου προέηκεν ἀῆναι,speech
ὄφρα φέροι νῆάς τε καὶ αὐτούς οὐδ’ ἄρ’ ἔμελλεν,speech
ἐκτελέειν αὐτῶν γὰρ ἀπωλόμεθ’ ἀφραδίῃσιν,speech
ἐννῆμαρ μὲν ὁμῶς πλέομεν νύκτας τε καὶ ἦμαρ,speech
τῇ δεκάτῃ δ’ ἤδη ἀνεφαίνετο πατρὶς ἄρουρα,speech
καὶ δὴ πυρπολέοντας ἐλεύσσομεν ἐγγὺς ἐόντες,speech
ἔνθ’ ἐμὲ μὲν γλυκὺς ὕπνος ἐπήλυθε κεκμηῶτα,speech
αἰεὶ γὰρ πόδα νηὸς ἐνώμων οὐδέ τῳ ἄλλῳ,speech
δῶχ’ ἑτάρων ἵνα θᾶσσον ἱκοίμεθα πατρίδα γαῖαν,speech
οἱ δ’ ἕταροι ἐπέεσσι πρὸς ἀλλήλους ἀγόρευον,speech
καί μ’ ἔφασαν χρυσόν τε καὶ ἄργυρον οἴκαδ’ ἄγεσθαι,speech
δῶρα παρ’ Αἰόλου μεγαλήτορος Ἱπποτάδαο,speech
ὧδε δέ τις εἴπεσκεν ἰδὼν ἐς πλησίον ἄλλον,speech
ὦ πόποι ὡς ὅδε πᾶσι φίλος καὶ τίμιός ἐστιν,speech
ἀνθρώποις ὅτεών τε πόλιν καὶ γαῖαν ἵκηται,speech
πολλὰ μὲν ἐκ Τροίης ἄγεται κειμήλια καλὰ,speech
ληίδος ἡμεῖς δ’ αὖτε ὁμὴν ὁδὸν ἐκτελέσαντες,speech
οἴκαδε νισσόμεθα κενεὰς σὺν χεῖρας ἔχοντες,speech
καὶ νῦν οἱ τάδ’ ἔδωκε χαριζόμενος φιλότητι,speech
Αἴολος ἀλλ’ ἄγε θᾶσσον ἰδώμεθα ὅττι τάδ’ ἐστίν,speech
ὅσσος τις χρυσός τε καὶ ἄργυρος ἀσκῷ ἔνεστιν,speech
ὣς ἔφασαν βουλὴ δὲ κακὴ νίκησεν ἑταίρων,speech
ἀσκὸν μὲν λῦσαν ἄνεμοι δ’ ἐκ πάντες ὄρουσαν,speech
τοὺς δ’ αἶψ’ ἁρπάξασα φέρεν πόντονδε θύελλα,speech
κλαίοντας γαίης ἄπο πατρίδος αὐτὰρ ἐγώ γε,speech
ἐγρόμενος κατὰ θυμὸν ἀμύμονα μερμήριξα,speech
ἠὲ πεσὼν ἐκ νηὸς ἀποφθίμην ἐνὶ πόντῳ,speech
ἦ ἀκέων τλαίην καὶ ἔτι ζωοῖσι μετείην,speech
ἀλλ’ ἔτλην καὶ ἔμεινα καλυψάμενος δ’ ἐνὶ νηὶ,speech
κείμην αἱ δ’ ἐφέροντο κακῇ ἀνέμοιο θυέλλῃ,speech
αὖτις ἐπ’ Αἰολίην νῆσον στενάχοντο δ’ ἑταῖροι,speech
ἔνθα δ’ ἐπ’ ἠπείρου βῆμεν καὶ ἀφυσσάμεθ’ ὕδωρ,speech
αἶψα δὲ δεῖπνον ἕλοντο θοῇς παρὰ νηυσὶν ἑταῖροι,speech
αὐτὰρ ἐπεὶ σίτοιό τ’ ἐπασσάμεθ’ ἠδὲ ποτῆτος,speech
δὴ τότ’ ἐγὼ κήρυκά τ’ ὀπασσάμενος καὶ ἑταῖρον,speech
βῆν εἰς Αἰόλου κλυτὰ δώματα τὸν δ’ ἐκίχανον,speech
δαινύμενον παρὰ ᾗ τ’ ἀλόχῳ καὶ οἷσι τέκεσσιν,speech
ἐλθόντες δ’ ἐς δῶμα παρὰ σταθμοῖσιν ἐπ’ οὐδοῦ,speech
ἑζόμεθ’ οἱ δ’ ἀνὰ θυμὸν ἐθάμβεον ἔκ τ’ ἐρέοντο,speech
πῶς ἦλθες Ὀδυσεῦ τίς τοι κακὸς ἔχραε δαίμων,speech
ἦ μέν σ’ ἐνδυκέως ἀπεπέμπομεν ὄφρ’ ἀφίκοιο,speech
πατρίδα σὴν καὶ δῶμα καὶ εἴ πού τοι φίλον ἐστίν,speech
ὣς φάσαν αὐτὰρ ἐγὼ μετεφώνεον ἀχνύμενος κῆρ,speech
ἄασάν μ’ ἕταροί τε κακοὶ πρὸς τοῖσί τε ὕπνος,speech
σχέτλιος ἀλλ’ ἀκέσασθε φίλοι δύναμις γὰρ ἐν ὑμῖν,speech
ὣς ἐφάμην μαλακοῖσι καθαπτόμενος ἐπέεσσιν,speech
οἱ δ’ ἄνεῳ ἐγένοντο πατὴρ δ’ ἠμείβετο μύθῳ,speech
ἔρρ’ ἐκ νήσου θᾶσσον ἐλέγχιστε ζωόντων,speech
οὐ γάρ μοι θέμις ἐστὶ κομιζέμεν οὐδ’ ἀποπέμπειν,speech
ἄνδρα τόν ὅς κε θεοῖσιν ἀπέχθηται μακάρεσσιν,speech
ἔρρε ἐπεὶ ἄρα θεοῖσιν ἀπεχθόμενος τόδ’ ἱκάνεις,speech
ὣς εἰπὼν ἀπέπεμπε δόμων βαρέα στενάχοντα,speech
ἔνθεν δὲ προτέρω πλέομεν ἀκαχήμενοι ἦτορ,speech
τείρετο δ’ ἀνδρῶν θυμὸς ὑπ’ εἰρεσίης ἀλεγεινῆς,speech
ἡμετέρῃ ματίῃ ἐπεὶ οὐκέτι φαίνετο πομπή,speech
ἑξῆμαρ μὲν ὁμῶς πλέομεν νύκτας τε καὶ ἦμαρ,speech
ἑβδομάτῃ δ’ ἱκόμεσθα Λάμου αἰπὺ πτολίεθρον,speech
Τηλέπυλον Λαιστρυγονίην ὅθι ποιμένα ποιμὴν,speech
ἠπύει εἰσελάων ὁ δέ τ’ ἐξελάων ὑπακούει,speech
ἔνθα κ’ ἄυπνος ἀνὴρ δοιοὺς ἐξήρατο μισθούς,speech
τὸν μὲν βουκολέων τὸν δ’ ἄργυφα μῆλα νομεύων,speech
ἐγγὺς γὰρ νυκτός τε καὶ ἤματός εἰσι κέλευθοι,speech
ἔνθ’ ἐπεὶ ἐς λιμένα κλυτὸν ἤλθομεν ὃν πέρι πέτρη,speech
ἠλίβατος τετύχηκε διαμπερὲς ἀμφοτέρωθεν,speech
ἀκταὶ δὲ προβλῆτες ἐναντίαι ἀλλήλῃσιν,speech
ἐν στόματι προύχουσιν ἀραιὴ δ’ εἴσοδός ἐστιν,speech
ἔνθ’ οἵ γ’ εἴσω πάντες ἔχον νέας ἀμφιελίσσας,speech
αἱ μὲν ἄρ’ ἔντοσθεν λιμένος κοίλοιο δέδεντο,speech
πλησίαι οὐ μὲν γάρ ποτ’ ἀέξετο κῦμά γ’ ἐν αὐτῷ,speech
οὔτε μέγ’ οὔτ’ ὀλίγον λευκὴ δ’ ἦν ἀμφὶ γαλήνη,speech
αὐτὰρ ἐγὼν οἶος σχέθον ἔξω νῆα μέλαιναν,speech
αὐτοῦ ἐπ’ ἐσχατιῇ πέτρης ἐκ πείσματα δήσας,speech
ἔστην δὲ σκοπιὴν ἐς παιπαλόεσσαν ἀνελθών,speech
ἔνθα μὲν οὔτε βοῶν οὔτ’ ἀνδρῶν φαίνετο ἔργα,speech
καπνὸν δ’ οἶον ὁρῶμεν ἀπὸ χθονὸς ἀίσσοντα,speech
δὴ τότ’ ἐγὼν ἑτάρους προΐειν πεύθεσθαι ἰόντας,speech
οἵ τινες ἀνέρες εἶεν ἐπὶ χθονὶ σῖτον ἔδοντες,speech
ἄνδρε δύω κρίνας τρίτατον κήρυχ’ ἅμ’ ὀπάσσας,speech
οἱ δ’ ἴσαν ἐκβάντες λείην ὁδόν ᾗ περ ἄμαξαι,speech
ἄστυδ’ ἀφ’ ὑψηλῶν ὀρέων καταγίνεον ὕλην,speech
κούρῃ δὲ ξύμβληντο πρὸ ἄστεος ὑδρευούσῃ,speech
θυγατέρ’ ἰφθίμῃ Λαιστρυγόνος Ἀντιφάταο,speech
ἡ μὲν ἄρ’ ἐς κρήνην κατεβήσετο καλλιρέεθρον,speech
Ἀρτακίην ἔνθεν γὰρ ὕδωρ προτὶ ἄστυ φέρεσκον,speech
οἱ δὲ παριστάμενοι προσεφώνεον ἔκ τ’ ἐρέοντο,speech
ὅς τις τῶνδ’ εἴη βασιλεὺς καὶ οἷσιν ἀνάσσοι,speech
ἡ δὲ μάλ’ αὐτίκα πατρὸς ἐπέφραδεν ὑψερεφὲς δῶ,speech
οἱ δ’ ἐπεὶ εἰσῆλθον κλυτὰ δώματα τὴν δὲ γυναῖκα,speech
εὗρον ὅσην τ’ ὄρεος κορυφήν κατὰ δ’ ἔστυγον αὐτήν,speech
ἡ δ’ αἶψ’ ἐξ ἀγορῆς ἐκάλει κλυτὸν Ἀντιφατῆα,speech
ὃν πόσιν ὃς δὴ τοῖσιν ἐμήσατο λυγρὸν ὄλεθρον,speech
αὐτίχ’ ἕνα μάρψας ἑτάρων ὡπλίσσατο δεῖπνον,speech
τὼ δὲ δύ’ ἀίξαντε φυγῇ ἐπὶ νῆας ἱκέσθην,speech
αὐτὰρ ὁ τεῦχε βοὴν διὰ ἄστεος οἱ δ’ ἀίοντες,speech
φοίτων ἴφθιμοι Λαιστρυγόνες ἄλλοθεν ἄλλος,speech
μυρίοι οὐκ ἄνδρεσσιν ἐοικότες ἀλλὰ Γίγασιν,speech
οἵ ῥ’ ἀπὸ πετράων ἀνδραχθέσι χερμαδίοισιν,speech
βάλλον ἄφαρ δὲ κακὸς κόναβος κατὰ νῆας ὀρώρει,speech
ἀνδρῶν τ’ ὀλλυμένων νηῶν θ’ ἅμα ἀγνυμενάων,speech
ἰχθῦς δ’ ὣς πείροντες ἀτερπέα δαῖτα φέροντο,speech
ὄφρ’ οἱ τοὺς ὄλεκον λιμένος πολυβενθέος ἐντός,speech
τόφρα δ’ ἐγὼ ξίφος ὀξὺ ἐρυσσάμενος παρὰ μηροῦ,speech
τῷ ἀπὸ πείσματ’ ἔκοψα νεὸς κυανοπρῴροιο,speech
αἶψα δ’ ἐμοῖς ἑτάροισιν ἐποτρύνας ἐκέλευσα,speech
ἐμβαλέειν κώπῃς ἵν’ ὑπὲκ κακότητα φύγοιμεν,speech
οἱ δ’ ἅλα πάντες ἀνέρριψαν δείσαντες ὄλεθρον,speech
ἀσπασίως δ’ ἐς πόντον ἐπηρεφέας φύγε πέτρας,speech
νηῦς ἐμή αὐτὰρ αἱ ἄλλαι ἀολλέες αὐτόθ’ ὄλοντο,speech
ἔνθεν δὲ προτέρω πλέομεν ἀκαχήμενοι ἦτορ,speech
ἄσμενοι ἐκ θανάτοιο φίλους ὀλέσαντες ἑταίρους,speech
Αἰαίην δ’ ἐς νῆσον ἀφικόμεθ’ ἔνθα δ’ ἔναιε,speech
Κίρκη ἐυπλόκαμος δεινὴ θεὸς αὐδήεσσα,speech
αὐτοκασιγνήτη ὀλοόφρονος Αἰήταο,speech
ἄμφω δ’ ἐκγεγάτην φαεσιμβρότου Ἠελίοιο,speech
μητρός τ’ ἐκ Πέρσης τὴν Ὠκεανὸς τέκε παῖδα,speech
ἔνθα δ’ ἐπ’ ἀκτῆς νηὶ κατηγαγόμεσθα σιωπῇ,speech
ναύλοχον ἐς λιμένα καί τις θεὸς ἡγεμόνευεν,speech
ἔνθα τότ’ ἐκβάντες δύο τ’ ἤματα καὶ δύο νύκτας,speech
κείμεθ’ ὁμοῦ καμάτῳ τε καὶ ἄλγεσι θυμὸν ἔδοντες,speech
ἀλλ’ ὅτε δὴ τρίτον ἦμαρ ἐυπλόκαμος τέλεσ’ Ἠώς,speech
καὶ τότ’ ἐγὼν ἐμὸν ἔγχος ἑλὼν καὶ φάσγανον ὀξὺ,speech
καρπαλίμως παρὰ νηὸς ἀνήιον ἐς περιωπήν,speech
εἴ πως ἔργα ἴδοιμι βροτῶν ἐνοπήν τε πυθοίμην,speech
ἔστην δὲ σκοπιὴν ἐς παιπαλόεσσαν ἀνελθών,speech
καί μοι ἐείσατο καπνὸς ἀπὸ χθονὸς εὐρυοδείης,speech
Κίρκης ἐν μεγάροισι διὰ δρυμὰ πυκνὰ καὶ ὕλην,speech
μερμήριξα δ’ ἔπειτα κατὰ φρένα καὶ κατὰ θυμὸν,speech
ἐλθεῖν ἠδὲ πυθέσθαι ἐπεὶ ἴδον αἴθοπα καπνόν,speech
ὧδε δέ μοι φρονέοντι δοάσσατο κέρδιον εἶναι,speech
πρῶτ’ ἐλθόντ’ ἐπὶ νῆα θοὴν καὶ θῖνα θαλάσσης,speech
δεῖπνον ἑταίροισιν δόμεναι προέμεν τε πυθέσθαι,speech
ἀλλ’ ὅτε δὴ σχεδὸν ἦα κιὼν νεὸς ἀμφιελίσσης,speech
καὶ τότε τίς με θεῶν ὀλοφύρατο μοῦνον ἐόντα,speech
ὅς ῥά μοι ὑψίκερων ἔλαφον μέγαν εἰς ὁδὸν αὐτὴν,speech
ἧκεν ὁ μὲν ποταμόνδε κατήιεν ἐκ νομοῦ ὕλης,speech
πιόμενος δὴ γάρ μιν ἔχεν μένος ἠελίοιο,speech
τὸν δ’ ἐγὼ ἐκβαίνοντα κατ’ ἄκνηστιν μέσα νῶτα,speech
πλῆξα τὸ δ’ ἀντικρὺ δόρυ χάλκεον ἐξεπέρησε,speech
κὰδ δ’ ἔπεσ’ ἐν κονίῃσι μακών ἀπὸ δ’ ἔπτατο θυμός,speech
τῷ δ’ ἐγὼ ἐμβαίνων δόρυ χάλκεον ἐξ ὠτειλῆς,speech
εἰρυσάμην τὸ μὲν αὖθι κατακλίνας ἐπὶ γαίῃ,speech
εἴασ’ αὐτὰρ ἐγὼ σπασάμην ῥῶπάς τε λύγους τε,speech
πεῖσμα δ’ ὅσον τ’ ὄργυιαν ἐυστρεφὲς ἀμφοτέρωθεν,speech
πλεξάμενος συνέδησα πόδας δεινοῖο πελώρου,speech
βῆν δὲ καταλοφάδεια φέρων ἐπὶ νῆα μέλαιναν,speech
ἔγχει ἐρειδόμενος ἐπεὶ οὔ πως ἦεν ἐπ’ ὤμου,speech
χειρὶ φέρειν ἑτέρῃ μάλα γὰρ μέγα θηρίον ἦεν,speech
κὰδ’ δ’ ἔβαλον προπάροιθε νεός ἀνέγειρα δ’ ἑταίρους,speech
μειλιχίοις ἐπέεσσι παρασταδὸν ἄνδρα ἕκαστον,speech
ὦ φίλοι οὐ γάρ πω καταδυσόμεθ’ ἀχνύμενοί περ,speech
εἰς Ἀίδαο δόμους πρὶν μόρσιμον ἦμαρ ἐπέλθῃ,speech
ἀλλ’ ἄγετ’ ὄφρ’ ἐν νηὶ θοῇ βρῶσίς τε πόσις τε,speech
μνησόμεθα βρώμης μηδὲ τρυχώμεθα λιμῷ,speech
ὣς ἐφάμην οἱ δ’ ὦκα ἐμοῖς ἐπέεσσι πίθοντο,speech
ἐκ δὲ καλυψάμενοι παρὰ θῖν’ ἁλὸς ἀτρυγέτοιο,speech
θηήσαντ’ ἔλαφον μάλα γὰρ μέγα θηρίον ἦεν,speech
αὐτὰρ ἐπεὶ τάρπησαν ὁρώμενοι ὀφθαλμοῖσιν,speech
χεῖρας νιψάμενοι τεύχοντ’ ἐρικυδέα δαῖτα,speech
ὣς τότε μὲν πρόπαν ἦμαρ ἐς ἠέλιον καταδύντα,speech
ἥμεθα δαινύμενοι κρέα τ’ ἄσπετα καὶ μέθυ ἡδύ,speech
ἦμος δ’ ἠέλιος κατέδυ καὶ ἐπὶ κνέφας ἦλθε,speech
δὴ τότε κοιμήθημεν ἐπὶ ῥηγμῖνι θαλάσσης,speech
ἦμος δ’ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς,speech
καὶ τότ’ ἐγὼν ἀγορὴν θέμενος μετὰ πᾶσιν ἔειπον,speech
κέκλυτέ μευ μύθων κακά περ πάσχοντες ἑταῖροι,speech
ὦ φίλοι οὐ γάρ τ’ ἴδμεν ὅπῃ ζόφος οὐδ’ ὅπῃ ἠώς,speech
οὐδ’ ὅπῃ ἠέλιος φαεσίμβροτος εἶσ’ ὑπὸ γαῖαν,speech
οὐδ’ ὅπῃ ἀννεῖται ἀλλὰ φραζώμεθα θᾶσσον,speech
εἴ τις ἔτ’ ἔσται μῆτις ἐγὼ δ’ οὔκ οἴομαι εἶναι,speech
εἶδον γὰρ σκοπιὴν ἐς παιπαλόεσσαν ἀνελθὼν,speech
νῆσον τὴν πέρι πόντος ἀπείριτος ἐστεφάνωται,speech
αὐτὴ δὲ χθαμαλὴ κεῖται καπνὸν δ’ ἐνὶ μέσσῃ,speech
ἔδρακον ὀφθαλμοῖσι διὰ δρυμὰ πυκνὰ καὶ ὕλην,speech
ὣς ἐφάμην τοῖσιν δὲ κατεκλάσθη φίλον ἦτορ,speech
μνησαμένοις ἔργων Λαιστρυγόνος Ἀντιφάταο,speech
Κύκλωπός τε βίης μεγαλήτορος ἀνδροφάγοιο,speech
κλαῖον δὲ λιγέως θαλερὸν κατὰ δάκρυ χέοντες,speech
ἀλλ’ οὐ γάρ τις πρῆξις ἐγίγνετο μυρομένοισιν,speech
αὐτὰρ ἐγὼ δίχα πάντας ἐυκνήμιδας ἑταίρους,speech
ἠρίθμεον ἀρχὸν δὲ μετ’ ἀμφοτέροισιν ὄπασσα,speech
τῶν μὲν ἐγὼν ἦρχον τῶν δ’ Εὐρύλοχος θεοειδής,speech
κλήρους δ’ ἐν κυνέῃ χαλκήρεϊ πάλλομεν ὦκα,speech
ἐκ δ’ ἔθορε κλῆρος μεγαλήτορος Εὐρυλόχοιο,speech
βῆ δ’ ἰέναι ἅμα τῷ γε δύω καὶ εἴκοσ’ ἑταῖροι,speech
κλαίοντες κατὰ δ’ ἄμμε λίπον γοόωντας ὄπισθεν,speech
εὗρον δ’ ἐν βήσσῃσι τετυγμένα δώματα Κίρκης,speech
ξεστοῖσιν λάεσσι περισκέπτῳ ἐνὶ χώρῳ,speech
ἀμφὶ δέ μιν λύκοι ἦσαν ὀρέστεροι ἠδὲ λέοντες,speech
τοὺς αὐτὴ κατέθελξεν ἐπεὶ κακὰ φάρμακ’ ἔδωκεν,speech
οὐδ’ οἵ γ’ ὡρμήθησαν ἐπ’ ἀνδράσιν ἀλλ’ ἄρα τοί γε,speech
οὐρῇσιν μακρῇσι περισσαίνοντες ἀνέσταν,speech
ὡς δ’ ὅτ’ ἂν ἀμφὶ ἄνακτα κύνες δαίτηθεν ἰόντα,speech
σαίνωσ’ αἰεὶ γάρ τε φέρει μειλίγματα θυμοῦ,speech
ὣς τοὺς ἀμφὶ λύκοι κρατερώνυχες ἠδὲ λέοντες,speech
σαῖνον τοὶ δ’ ἔδεισαν ἐπεὶ ἴδον αἰνὰ πέλωρα,speech
ἔσταν δ’ ἐν προθύροισι θεᾶς καλλιπλοκάμοιο,speech
Κίρκης δ’ ἔνδον ἄκουον ἀειδούσης ὀπὶ καλῇ,speech
ἱστὸν ἐποιχομένης μέγαν ἄμβροτον οἷα θεάων,speech
λεπτά τε καὶ χαρίεντα καὶ ἀγλαὰ ἔργα πέλονται,speech
τοῖσι δὲ μύθων ἦρχε Πολίτης ὄρχαμος ἀνδρῶν,speech
ὅς μοι κήδιστος ἑτάρων ἦν κεδνότατός τε,speech
ὦ φίλοι ἔνδον γάρ τις ἐποιχομένη μέγαν ἱστὸν,speech
καλὸν ἀοιδιάει δάπεδον δ’ ἅπαν ἀμφιμέμυκεν,speech
ἢ θεὸς ἠὲ γυνή ἀλλὰ φθεγγώμεθα θᾶσσον,speech
ὣς ἄρ’ ἐφώνησεν τοὶ δὲ φθέγγοντο καλεῦντες,speech
ἡ δ’ αἶψ’ ἐξελθοῦσα θύρας ὤιξε φαεινὰς,speech
καὶ κάλει οἱ δ’ ἅμα πάντες ἀιδρείῃσιν ἕποντο,speech
Εὐρύλοχος δ’ ὑπέμεινεν ὀισάμενος δόλον εἶναι,speech
εἷσεν δ’ εἰσαγαγοῦσα κατὰ κλισμούς τε θρόνους τε,speech
ἐν δέ σφιν τυρόν τε καὶ ἄλφιτα καὶ μέλι χλωρὸν,speech
οἴνῳ Πραμνείῳ ἐκύκα ἀνέμισγε δὲ σίτῳ,speech
φάρμακα λύγρ’ ἵνα πάγχυ λαθοίατο πατρίδος αἴης,speech
αὐτὰρ ἐπεὶ δῶκέν τε καὶ ἔκπιον αὐτίκ’ ἔπειτα,speech
ῥάβδῳ πεπληγυῖα κατὰ συφεοῖσιν ἐέργνυ,speech
οἱ δὲ συῶν μὲν ἔχον κεφαλὰς φωνήν τε τρίχας τε,speech
καὶ δέμας αὐτὰρ νοῦς ἦν ἔμπεδος ὡς τὸ πάρος περ,speech
ὣς οἱ μὲν κλαίοντες ἐέρχατο τοῖσι δὲ Κίρκη,speech
πάρ ῥ’ ἄκυλον βάλανόν τε βάλεν καρπόν τε κρανείης,speech
ἔδμεναι οἷα σύες χαμαιευνάδες αἰὲν ἔδουσιν,speech
Εὐρύλοχος δ’ αἶψ’ ἦλθε θοὴν ἐπὶ νῆα μέλαιναν,speech
ἀγγελίην ἑτάρων ἐρέων καὶ ἀδευκέα πότμον,speech
οὐδέ τι ἐκφάσθαι δύνατο ἔπος ἱέμενός περ,speech
κῆρ ἄχεϊ μεγάλῳ βεβολημένος ἐν δέ οἱ ὄσσε,speech
δακρυόφιν πίμπλαντο γόον δ’ ὠίετο θυμός,speech
ἀλλ’ ὅτε δή μιν πάντες ἀγασσάμεθ’ ἐξερέοντες,speech
καὶ τότε τῶν ἄλλων ἑτάρων κατέλεξεν ὄλεθρον,speech
ἤιομεν ὡς ἐκέλευες ἀνὰ δρυμά φαίδιμ’ Ὀδυσσεῦ,speech
εὕρομεν ἐν βήσσῃσι τετυγμένα δώματα καλὰ,speech
ξεστοῖσιν λάεσσι περισκέπτῳ ἐνὶ χώρῳ,speech
ἔνθα δέ τις μέγαν ἱστὸν ἐποιχομένη λίγ’ ἄειδεν,speech
ἢ θεὸς ἠὲ γυνή τοὶ δὲ φθέγγοντο καλεῦντες,speech
ἡ δ’ αἶψ’ ἐξελθοῦσα θύρας ὤιξε φαεινὰς,speech
καὶ κάλει οἱ δ’ ἅμα πάντες ἀιδρείῃσιν ἕποντο,speech
αὐτὰρ ἐγὼν ὑπέμεινα ὀισάμενος δόλον εἶναι,speech
οἱ δ’ ἅμ’ ἀιστώθησαν ἀολλέες οὐδέ τις αὐτῶν,speech
ἐξεφάνη δηρὸν δὲ καθήμενος ἐσκοπίαζον,speech
ὣς ἔφατ’ αὐτὰρ ἐγὼ περὶ μὲν ξίφος ἀργυρόηλον,speech
ὤμοιιν βαλόμην μέγα χάλκεον ἀμφὶ δὲ τόξα,speech
τὸν δ’ ἂψ ἠνώγεα αὐτὴν ὁδὸν ἡγήσασθαι,speech
αὐτὰρ ὅ γ’ ἀμφοτέρῃσι λαβὼν ἐλλίσσετο γούνων,speech
καί μ’ ὀλοφυρόμενος ἔπεα πτερόεντα προσηύδα,speech
μή μ’ ἄγε κεῖσ’ ἀέκοντα διοτρεφές ἀλλὰ λίπ’ αὐτοῦ,speech
οἶδα γάρ ὡς οὔτ’ αὐτὸς ἐλεύσεαι οὔτε τιν’ ἄλλον,speech
ἄξεις σῶν ἑτάρων ἀλλὰ ξὺν τοίσδεσι θᾶσσον,speech
φεύγωμεν ἔτι γάρ κεν ἀλύξαιμεν κακὸν ἦμαρ,speech
ὣς ἔφατ’ αὐτὰρ ἐγώ μιν ἀμειβόμενος προσέειπον,speech
Εὐρύλοχ’ ἦ τοι μὲν σὺ μέν’ αὐτοῦ τῷδ’ ἐνὶ χώρῳ,speech
ἔσθων καὶ πίνων κοίλῃ παρὰ νηὶ μελαίνῃ,speech
αὐτὰρ ἐγὼν εἶμι κρατερὴ δέ μοι ἔπλετ’ ἀνάγκη,speech
ὣς εἰπὼν παρὰ νηὸς ἀνήιον ἠδὲ θαλάσσης,speech
ἀλλ’ ὅτε δὴ ἄρ’ ἔμελλον ἰὼν ἱερὰς ἀνὰ βήσσας,speech
