text,register
ὣς ἐχάρη Μενέλαος Ἀλέξανδρον θεοειδέα ὀφθαλμοῖσιν ἰδών,narrative
φάτο γὰρ τίσεσθαι ἀλείτην,narrative
αὐτίκα δ’ ἐξ ὀχέων σὺν τεύχεσιν ἆλτο χαμᾶζε,narrative
τὸν δ’ ὡς οὖν ἐνόησεν Ἀλέξανδρος θεοειδὴς ἐν προμάχοισι φανέντα κατεπλήγη φίλον ἦτορ ἂψ δ’ ἑτάρων εἰς ἔθνος ἐχάζετο κῆρ’ ἀλεείνων,narrative
ὡς δ’ ὅτε τίς τε δράκοντα ἰδὼν παλίνορσος ἀπέστη οὔρεος ἐν βήσσῃς ὑπό τε τρόμος ἔλλαβε γυῖα ἂψ δ’ ἀνεχώρησεν ὦχρός τέ μιν εἷλε παρειάς ὣς αὖτις καθ’ ὅμιλον ἔδυ Τρώων ἀγερώχων δείσας Ἀτρέος υἱὸν Ἀλέξανδρος θεοειδής,narrative
τὸν δ’ Ἕκτωρ νείκεσσεν ἰδὼν αἰσχροῖς ἐπέεσσιν,narrative
Δύσπαρι εἶδος ἄριστε γυναιμανὲς ἠπεροπευτὰ αἴθ’ ὄφελες ἄγονός τ’ ἔμεναι ἄγαμός τ’ ἀπολέσθαι,speech
καί κε τὸ βουλοίμην καί κεν πολὺ κέρδιον ἦεν ἢ οὕτω λώβην τ’ ἔμεναι καὶ ὑπόψιον ἄλλων,speech
ἦ που καγχαλόωσι κάρη κομόωντες Ἀχαιοὶ φάντες ἀριστῆα πρόμον ἔμμεναι οὕνεκα καλὸν εἶδος ἔπ’ ἀλλ’ οὐκ ἔστι βίη φρεσὶν οὐδέ τις ἀλκή,speech
ἦ τοιόσδε ἐὼν ἐν ποντοπόροισι νέεσσι πόντον ἐπιπλώσας ἑτάρους ἐρίηρας ἀγείρας μιχθεὶς ἀλλοδαποῖσι γυναῖκ’ εὐειδέ’ ἀνῆγες ἐξ ἀπίης γαίης νυὸν ἀνδρῶν αἰχμητάων πατρί τε σῷ μέγα πῆμα πόληΐ τε παντί τε δήμῳ δυσμενέσιν μὲν χάρμα κατηφείην δὲ σοὶ αὐτῷ,speech
οὐκ ἂν δὴ μείνειας ἀρηΐφιλον Μενέλαον,speech
γνοίης χ’ οἵου φωτὸς ἔχεις θαλερὴν παράκοιτιν,speech
οὐκ ἄν τοι χραίσμῃ κίθαρις τά τε δῶρ’ Ἀφροδίτης ἥ τε κόμη τό τε εἶδος ὅτ’ ἐν κονίῃσι μιγείης,speech
ἀλλὰ μάλα Τρῶες δειδήμονες,speech
ἦ τέ κεν ἤδη λάϊνον ἕσσο χιτῶνα κακῶν ἕνεχ’ ὅσσα ἔοργας,speech
τὸν δ’ αὖτε προσέειπεν Ἀλέξανδρος θεοειδής,narrative
Ἕκτορ ἐπεί με κατ’ αἶσαν ἐνείκεσας οὐδ’ ὑπὲρ αἶσαν,speech
αἰεί τοι κραδίη πέλεκυς ὥς ἐστιν ἀτειρὴς ὅς τ’ εἶσιν διὰ δουρὸς ὑπ’ ἀνέρος ὅς ῥά τε τέχνῃ νήϊον ἐκτάμνῃσιν ὀφέλλει δ’ ἀνδρὸς ἐρωήν,speech
ὣς σοὶ ἐνὶ στήθεσσιν ἀτάρβητος νόος ἐστί,speech
μή μοι δῶρ’ ἐρατὰ πρόφερε χρυσέης Ἀφροδίτης,speech
οὔ τοι ἀπόβλητ’ ἐστὶ θεῶν ἐρικυδέα δῶρα ὅσσά κεν αὐτοὶ δῶσιν ἑκὼν δ’ οὐκ ἄν τις ἕλοιτο,speech
νῦν αὖτ’ εἴ μ’ ἐθέλεις πολεμίζειν ἠδὲ μάχεσθαι ἄλλους μὲν κάθισον Τρῶας καὶ πάντας Ἀχαιούς αὐτὰρ ἔμ’ ἐν μέσσῳ καὶ ἀρηΐφιλον Μενέλαον συμβάλετ’ ἀμφ’ Ἑλένῃ καὶ κτήμασι πᾶσι μάχεσθαι,speech
ὁππότερος δέ κε νικήσῃ κρείσσων τε γένηται κτήμαθ’ ἑλὼν εὖ πάντα γυναῖκά τε οἴκαδ’ ἀγέσθω,speech
οἳ δ’ ἄλλοι φιλότητα καὶ ὅρκια πιστὰ ταμόντες ναίοιτε Τροίην ἐριβώλακα τοὶ δὲ νεέσθων Ἄργος ἐς ἱππόβοτον καὶ Ἀχαιΐδα καλλιγύναικα,speech
ὣς ἔφαθ’ Ἕκτωρ δ’ αὖτ’ ἐχάρη μέγα μῦθον ἀκούσας καί ῥ’ ἐς μέσσον ἰὼν Τρώων ἀνέεργε φάλαγγας μέσσου δουρὸς ἑλών,narrative
τοὶ δ’ ἱδρύνθησαν ἅπαντες,narrative
τῷ δ’ ἐπετοξάζοντο κάρη κομόωντες Ἀχαιοὶ ἰοῖσίν τε τιτυσκόμενοι λάεσσί τ’ ἔβαλλον,narrative
αὐτὰρ ὃ μακρὸν ἄϋσεν ἄναξ ἀνδρῶν Ἀγαμέμνων,narrative
ἴσχεσθ’ Ἀργεῖοι μὴ βάλλετε κοῦροι Ἀχαιῶν,speech
στεῦται γάρ τι ἔπος ἐρέειν κορυθαίολος Ἕκτωρ,speech
ὣς ἔφαθ’ οἳ δ’ ἔσχοντο μάχης ἄνεῴ τ’ ἐγένοντο ἐσσυμένως,narrative
Ἕκτωρ δὲ μετ’ ἀμφοτέροισιν ἔειπε,narrative
κέκλυτέ μευ Τρῶες καὶ ἐϋκνήμιδες Ἀχαιοὶ μῦθον Ἀλεξάνδροιο τοῦ εἵνεκα νεῖκος ὄρωρεν,speech
ἄλλους μὲν κέλεται Τρῶας καὶ πάντας Ἀχαιοὺς τεύχεα κάλ’ ἀποθέσθαι ἐπὶ χθονὶ πουλυβοτείρῃ αὐτὸν δ’ ἐν μέσσῳ καὶ ἀρηΐφιλον Μενέλαον οἴους ἀμφ’ Ἑλένῃ καὶ κτήμασι πᾶσι μάχεσθαι,speech
ὁππότερος δέ κε νικήσῃ κρείσσων τε γένηται κτήμαθ’ ἑλὼν εὖ πάντα γυναῖκά τε οἴκαδ’ ἀγέσθω,speech
οἳ δ’ ἄλλοι φιλότητα καὶ ὅρκια πιστὰ τάμωμεν,speech
ὣς ἔφαθ’ οἳ δ’ ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ,narrative
τοῖσι δὲ καὶ μετέειπε βοὴν ἀγαθὸς Μενέλαος,narrative
κέκλυτε νῦν καὶ ἐμεῖο,speech
μάλιστα γὰρ ἄλγος ἱκάνει θυμὸν ἐμόν φρονέω δὲ διακρινθήμεναι ἤδη Ἀργείους καὶ Τρῶας ἐπεὶ κακὰ πολλὰ πέπασθε εἵνεκ’ ἐμῆς ἔριδος καὶ Ἀλεξάνδρου ἕνεκ’ ἀρχῆς,speech
ἡμέων δ’ ὁπποτέρῳ θάνατος καὶ μοῖρα τέτυκται τεθναίη,speech
ἄλλοι δὲ διακρινθεῖτε τάχιστα,speech
οἴσετε ἄρν’ ἕτερον λευκόν ἑτέρην δὲ μέλαιναν Γῇ τε καὶ Ἠελίῳ,speech
Διὶ δ’ ἡμεῖς οἴσομεν ἄλλον,speech
ἄξετε δὲ Πριάμοιο βίην ὄφρ’ ὅρκια τάμνῃ αὐτός ἐπεί οἱ παῖδες ὑπερφίαλοι καὶ ἄπιστοι μή τις ὑπερβασίῃ Διὸς ὅρκια δηλήσηται,speech
αἰεὶ δ’ ὁπλοτέρων ἀνδρῶν φρένες ἠερέθονται,speech
οἷς δ’ ὁ γέρων μετέῃσιν ἅμα πρόσσω καὶ ὀπίσσω λεύσσει ὅπως ὄχ’ ἄριστα μετ’ ἀμφοτέροισι γένηται,speech
ὣς ἔφαθ’ οἳ δ’ ἐχάρησαν Ἀχαιοί τε Τρῶές τε ἐλπόμενοι παύσασθαι ὀϊζυροῦ πολέμοιο,narrative
καί ῥ’ ἵππους μὲν ἔρυξαν ἐπὶ στίχας ἐκ δ’ ἔβαν αὐτοί τεύχεά τ’ ἐξεδύοντο,narrative
τὰ μὲν κατέθεντ’ ἐπὶ γαίῃ πλησίον ἀλλήλων ὀλίγη δ’ ἦν ἀμφὶς ἄρουρα,narrative
Ἕκτωρ δὲ προτὶ ἄστυ δύω κήρυκας ἔπεμπε καρπαλίμως ἄρνάς τε φέρειν Πρίαμόν τε καλέσσαι,narrative
αὐτὰρ ὃ Ταλθύβιον προΐει κρείων Ἀγαμέμνων νῆας ἔπι γλαφυρὰς ἰέναι ἠδ’ ἄρν’ ἐκέλευεν οἰσέμεναι,narrative
ὃ δ’ ἄρ’ οὐκ ἀπίθησ’ Ἀγαμέμνονι δίῳ,narrative
Ἶρις δ’ αὖθ’ Ἑλένῃ λευκωλένῳ ἄγγελος ἦλθεν εἰδομένη γαλόῳ Ἀντηνορίδαο δάμαρτι τὴν Ἀντηνορίδης εἶχε κρείων Ἑλικάων Λαοδίκην Πριάμοιο θυγατρῶν εἶδος ἀρίστην,narrative
τὴν δ’ εὗρ’ ἐν μεγάρῳ,narrative
ἣ δὲ μέγαν ἱστὸν ὕφαινε δίπλακα πορφυρέην πολέας δ’ ἐνέπασσεν ἀέθλους Τρώων θ’ ἱπποδάμων καὶ Ἀχαιῶν χαλκοχιτώνων οὕς ἑθεν εἵνεκ’ ἔπασχον ὑπ’ Ἄρηος παλαμάων,narrative
ἀγχοῦ δ’ ἱσταμένη προσέφη πόδας ὠκέα Ἶρις,narrative
δεῦρ’ ἴθι νύμφα φίλη ἵνα θέσκελα ἔργα ἴδηαι Τρώων θ’ ἱπποδάμων καὶ Ἀχαιῶν χαλκοχιτώνων οἳ πρὶν ἐπ’ ἀλλήλοισι φέρον πολύδακρυν Ἄρηα ἐν πεδίῳ ὀλοοῖο λιλαιόμενοι πολέμοιο,speech
οἳ δὴ νῦν ἕαται σιγῇ πόλεμος δὲ πέπαυται ἀσπίσι κεκλιμένοι παρὰ δ’ ἔγχεα μακρὰ πέπηγεν,speech
αὐτὰρ Ἀλέξανδρος καὶ ἀρηΐφιλος Μενέλαος μακρῇς ἐγχείῃσι μαχήσονται περὶ σεῖο,speech
τῷ δέ κε νικήσαντι φίλη κεκλήσῃ ἄκοιτις,speech
ὣς εἰποῦσα θεὰ γλυκὺν ἵμερον ἔμβαλε θυμῷ ἀνδρός τε προτέρου καὶ ἄστεος ἠδὲ τοκήων,narrative
αὐτίκα δ’ ἀργεννῇσι καλυψαμένη ὀθόνῃσιν ὁρμᾶτ’ ἐκ θαλάμοιο τέρεν κατὰ δάκρυ χέουσα οὐκ οἴη ἅμα τῇ γε καὶ ἀμφίπολοι δύ’ ἕποντο Αἴθρη Πιτθῆος θυγάτηρ Κλυμένη τε βοῶπις,narrative
αἶψα δ’ ἔπειθ’ ἵκανον ὅθι Σκαιαὶ πύλαι ἦσαν,narrative
οἳ δ’ ἀμφὶ Πρίαμον καὶ Πάνθοον ἠδὲ Θυμοίτην Λάμπόν τε Κλυτίον θ’ Ἱκετάονά τ’ ὄζον Ἄρηος Οὐκαλέγων τε καὶ Ἀντήνωρ πεπνυμένω ἄμφω ἥατο δημογέροντες ἐπὶ Σκαιῇσι πύλῃσι γήραϊ δὴ πολέμοιο πεπαυμένοι ἀλλ’ ἀγορηταὶ ἐσθλοί τεττίγεσσιν ἐοικότες οἵ τε καθ’ ὕλην δενδρέῳ ἐφεζόμενοι ὄπα λειριόεσσαν ἱεῖσι,narrative
τοῖοι ἄρα Τρώων ἡγήτορες ἧντ’ ἐπὶ πύργῳ,narrative
οἳ δ’ ὡς οὖν εἴδονθ’ Ἑλένην ἐπὶ πύργον ἰοῦσαν ἦκα πρὸς ἀλλήλους ἔπεα πτερόεντ’ ἀγόρευον,narrative
οὐ νέμεσις Τρῶας καὶ ἐϋκνήμιδας Ἀχαιοὺς τοιῇδ’ ἀμφὶ γυναικὶ πολὺν χρόνον ἄλγεα πάσχειν,speech
αἰνῶς ἀθανάτῃσι θεῇς εἰς ὦπα ἔοικεν,speech
ἀλλὰ καὶ ὧς τοίη περ ἐοῦσ’ ἐν νηυσὶ νεέσθω μηδ’ ἡμῖν τεκέεσσί τ’ ὀπίσσω πῆμα λίποιτο,speech
ὣς ἄρ’ ἔφαν Πρίαμος δ’ Ἑλένην ἐκαλέσσατο φωνῇ,narrative
δεῦρο πάροιθ’ ἐλθοῦσα φίλον τέκος ἵζευ ἐμεῖο ὄφρα ἴδῃ πρότερόν τε πόσιν πηούς τε φίλους τε,speech
οὔ τί μοι αἰτίη ἐσσί θεοί νύ μοι αἴτιοί εἰσιν οἵ μοι ἐφώρμησαν πόλεμον πολύδακρυν Ἀχαιῶν,speech
ὥς μοι καὶ τόνδ’ ἄνδρα πελώριον ἐξονομήνῃς ὅς τις ὅδ’ ἐστὶν Ἀχαιὸς ἀνὴρ ἠΰς τε μέγας τε,speech
ἤτοι μὲν κεφαλῇ καὶ μείζονες ἄλλοι ἔασι καλὸν δ’ οὕτω ἐγὼν οὔ πω ἴδον ὀφθαλμοῖσιν οὐδ’ οὕτω γεραρόν,speech
βασιλῆϊ γὰρ ἀνδρὶ ἔοικε,speech
τὸν δ’ Ἑλένη μύθοισιν ἀμείβετο δῖα γυναικῶν,narrative
αἰδοῖός τέ μοί ἐσσι φίλε ἑκυρὲ δεινός τε,speech
ὡς ὄφελεν θάνατός μοι ἁδεῖν κακὸς ὁππότε δεῦρο υἱέϊ σῷ ἑπόμην θάλαμον γνωτούς τε λιποῦσα παῖδά τε τηλυγέτην καὶ ὁμηλικίην ἐρατεινήν,speech
ἀλλὰ τά γ’ οὐκ ἐγένοντο,speech
τὸ καὶ κλαίουσα τέτηκα,speech
τοῦτο δέ τοι ἐρέω ὅ μ’ ἀνείρεαι ἠδὲ μεταλλᾷς,speech
οὗτός γ’ Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων ἀμφότερον βασιλεύς τ’ ἀγαθὸς κρατερός τ’ αἰχμητής,speech
δαὴρ αὖτ’ ἐμὸς ἔσκε κυνώπιδος εἴ ποτ’ ἔην γε,speech
ὣς φάτο τὸν δ’ ὁ γέρων ἠγάσσατο φώνησέν τε,narrative
ὦ μάκαρ Ἀτρεΐδη μοιρηγενὲς ὀλβιόδαιμον ἦ ῥά νύ τοι πολλοὶ δεδμήατο κοῦροι Ἀχαιῶν,speech
ἤδη καὶ Φρυγίην εἰσήλυθον ἀμπελόεσσαν ἔνθα ἴδον πλείστους Φρύγας ἀνέρας αἰολοπώλους λαοὺς Ὀτρῆος καὶ Μυγδόνος ἀντιθέοιο οἵ ῥα τότ’ ἐστρατόωντο παρ’ ὄχθας Σαγγαρίοιο,speech
καὶ γὰρ ἐγὼν ἐπίκουρος ἐὼν μετὰ τοῖσιν ἐλέχθην ἤματι τῷ ὅτε τ’ ἦλθον Ἀμαζόνες ἀντιάνειραι,speech
ἀλλ’ οὐδ’ οἳ τόσοι ἦσαν ὅσοι ἑλίκωπες Ἀχαιοί,speech
δεύτερον αὖτ’ Ὀδυσῆα ἰδὼν ἐρέειν’ ὁ γεραιός,narrative
εἴπ’ ἄγε μοι καὶ τόνδε φίλον τέκος ὅς τις ὅδ’ ἐστί,speech
μείων μὲν κεφαλῇ Ἀγαμέμνονος Ἀτρεΐδαο εὐρύτερος δ’ ὤμοισιν ἰδὲ στέρνοισιν ἰδέσθαι,speech
τεύχεα μέν οἱ κεῖται ἐπὶ χθονὶ πουλυβοτείρῃ αὐτὸς δὲ κτίλος ὣς ἐπιπωλεῖται στίχας ἀνδρῶν,speech
ἀρνειῷ μιν ἔγωγε ἐΐσκω πηγεσιμάλλῳ ὅς τ’ οἰῶν μέγα πῶϋ διέρχεται ἀργεννάων,speech
τὸν δ’ ἠμείβετ’ ἔπειθ’ Ἑλένη Διὸς ἐκγεγαυῖα,narrative
οὗτος δ’ αὖ Λαερτιάδης πολύμητις Ὀδυσσεύς ὃς τράφη ἐν δήμῳ Ἰθάκης κραναῆς περ ἐούσης εἰδὼς παντοίους τε δόλους καὶ μήδεα πυκνά,speech
τὴν δ’ αὖτ’ Ἀντήνωρ πεπνυμένος ἀντίον ηὔδα,narrative
ὦ γύναι ἦ μάλα τοῦτο ἔπος νημερτὲς ἔειπες,speech
ἤδη γὰρ καὶ δεῦρό ποτ’ ἤλυθε δῖος Ὀδυσσεὺς σεῦ ἕνεκ’ ἀγγελίης σὺν ἀρηϊφίλῳ Μενελάῳ,speech
τοὺς δ’ ἐγὼ ἐξείνισσα καὶ ἐν μεγάροισι φίλησα ἀμφοτέρων δὲ φυὴν ἐδάην καὶ μήδεα πυκνά,speech
ἀλλ’ ὅτε δὴ Τρώεσσιν ἐν ἀγρομένοισιν ἔμιχθεν στάντων μὲν Μενέλαος ὑπείρεχεν εὐρέας ὤμους ἄμφω δ’ ἑζομένω γεραρώτερος ἦεν Ὀδυσσεύς,speech
ἀλλ’ ὅτε δὴ μύθους καὶ μήδεα πᾶσιν ὕφαινον ἤτοι μὲν Μενέλαος ἐπιτροχάδην ἀγόρευε παῦρα μὲν ἀλλὰ μάλα λιγέως ἐπεὶ οὐ πολύμυθος οὐδ’ ἀφαμαρτοεπής,speech
ἦ καὶ γένει ὕστερος ἦεν,speech
ἀλλ’ ὅτε δὴ πολύμητις ἀναΐξειεν Ὀδυσσεὺς στάσκεν ὑπαὶ δὲ ἴδεσκε κατὰ χθονὸς ὄμματα πήξας σκῆπτρον δ’ οὔτ’ ὀπίσω οὔτε προπρηνὲς ἐνώμα ἀλλ’ ἀστεμφὲς ἔχεσκεν ἀΐδρεϊ φωτὶ ἐοικώς,speech
φαίης κε ζάκοτόν τέ τιν’ ἔμμεναι ἄφρονά τ’ αὔτως,speech
ἀλλ’ ὅτε δὴ ὄπα τε μεγάλην ἐκ στήθεος εἵη καὶ ἔπεα νιφάδεσσιν ἐοικότα χειμερίῃσιν οὐκ ἂν ἔπειτ’ Ὀδυσῆΐ γ’ ἐρίσσειε βροτὸς ἄλλος,speech
οὐ τότε γ’ ὧδ’ Ὀδυσῆος ἀγασσάμεθ’ εἶδος ἰδόντες,speech
τὸ τρίτον αὖτ’ Αἴαντα ἰδὼν ἐρέειν’ ὃ γεραιός,narrative
τίς τὰρ ὅδ’ ἄλλος Ἀχαιὸς ἀνὴρ ἠΰς τε μέγας τε ἔξοχος Ἀργείων κεφαλήν τε καὶ εὐρέας ὤμους,speech
τὸν δ’ Ἑλένη τανύπεπλος ἀμείβετο δῖα γυναικῶν,narrative
οὗτος δ’ Αἴας ἐστὶ πελώριος ἕρκος Ἀχαιῶν,speech
Ἰδομενεὺς δ’ ἑτέρωθεν ἐνὶ Κρήτεσσι θεὸς ὣς ἕστηκ’ ἀμφὶ δέ μιν Κρητῶν ἀγοὶ ἠγερέθονται,speech
πολλάκι μιν ξείνισσεν ἀρηΐφιλος Μενέλαος οἴκῳ ἐν ἡμετέρῳ ὁπότε Κρήτηθεν ἵκοιτο,speech
νῦν δ’ ἄλλους μὲν πάντας ὁρῶ ἑλίκωπας Ἀχαιούς οὕς κεν ἐῢ γνοίην καί τ’ οὔνομα μυθησαίμην,speech
δοιὼ δ’ οὐ δύναμαι ἰδέειν κοσμήτορε λαῶν Κάστορά θ’ ἱππόδαμον καὶ πὺξ ἀγαθὸν Πολυδεύκεα αὐτοκασιγνήτω τώ μοι μία γείνατο μήτηρ,speech
ἢ οὐχ ἑσπέσθην Λακεδαίμονος ἐξ ἐρατεινῆς ἢ δεύρω μὲν ἕποντο νέεσσ’ ἔνι ποντοπόροισι νῦν αὖτ’ οὐκ ἐθέλουσι μάχην καταδύμεναι ἀνδρῶν αἴσχεα δειδιότες καὶ ὀνείδεα πόλλ’ ἅ μοί ἐστιν,speech
ὣς φάτο τοὺς δ’ ἤδη κάτεχεν φυσίζοος αἶα ἐν Λακεδαίμονι αὖθι φίλῃ ἐν πατρίδι γαίῃ,narrative
κήρυκες δ’ ἀνὰ ἄστυ θεῶν φέρον ὅρκια πιστὰ ἄρνε δύω καὶ οἶνον ἐΰφρονα καρπὸν ἀρούρης ἀσκῷ ἐν αἰγείῳ,narrative
φέρε δὲ κρητῆρα φαεινὸν κῆρυξ Ἰδαῖος ἠδὲ χρύσεια κύπελλα,narrative
ὄτρυνεν δὲ γέροντα παριστάμενος ἐπέεσσιν,narrative
ὄρσεο Λαομεδοντιάδη καλέουσιν ἄριστοι Τρώων θ’ ἱπποδάμων καὶ Ἀχαιῶν χαλκοχιτώνων ἐς πεδίον καταβῆναι ἵν’ ὅρκια πιστὰ τάμητε,speech
αὐτὰρ Ἀλέξανδρος καὶ ἀρηΐφιλος Μενέλαος μακρῇς ἐγχείῃσι μαχήσοντ’ ἀμφὶ γυναικί,speech
τῷ δέ κε νικήσαντι γυνὴ καὶ κτήμαθ’ ἕποιτο,speech
οἳ δ’ ἄλλοι φιλότητα καὶ ὅρκια πιστὰ ταμόντες ναίοιμεν Τροίην ἐριβώλακα τοὶ δὲ νέονται Ἄργος ἐς ἱππόβοτον καὶ Ἀχαιΐδα καλλιγύναικα,speech
ὣς φάτο ῥίγησεν δ’ ὃ γέρων ἐκέλευσε δ’ ἑταίρους ἵππους ζευγνύμεναι,narrative
τοὶ δ’ ὀτραλέως ἐπίθοντο,narrative
ἂν δ’ ἄρ’ ἔβη Πρίαμος κατὰ δ’ ἡνία τεῖνεν ὀπίσσω,narrative
πὰρ δέ οἱ Ἀντήνωρ περικαλλέα βήσετο δίφρον,narrative
τὼ δὲ διὰ Σκαιῶν πεδίον δ’ ἔχον ὠκέας ἵππους,narrative
ἀλλ’ ὅτε δή ῥ’ ἵκοντο μετὰ Τρῶας καὶ Ἀχαιούς ἐξ ἵππων ἀποβάντες ἐπὶ χθόνα πουλυβότειραν ἐς μέσσον Τρώων καὶ Ἀχαιῶν ἐστιχόωντο,narrative
ὄρνυτο δ’ αὐτίκ’ ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων ἂν δ’ Ὀδυσεὺς πολύμητις,narrative
ἀτὰρ κήρυκες ἀγαυοὶ ὅρκια πιστὰ θεῶν σύναγον κρητῆρι δὲ οἶνον μίσγον ἀτὰρ βασιλεῦσιν ὕδωρ ἐπὶ χεῖρας ἔχευαν,narrative
Ἀτρεΐδης δὲ ἐρυσσάμενος χείρεσσι μάχαιραν ἥ οἱ πὰρ ξίφεος μέγα κουλεόν αἰὲν ἄωρτο ἀρνῶν ἐκ κεφαλέων τάμνε τρίχας,narrative
αὐτὰρ ἔπειτα κήρυκες Τρώων καὶ Ἀχαιῶν νεῖμαν ἀρίστοις,narrative
τοῖσιν δ’ Ἀτρεΐδης μεγάλ’ εὔχετο χεῖρας ἀνασχών,narrative
Ζεῦ πάτερ Ἴδηθεν μεδέων κύδιστε μέγιστε Ἠέλιός θ’ ὃς πάντ’ ἐφορᾷς καὶ πάντ’ ἐπακούεις καὶ ποταμοὶ καὶ γαῖα καὶ οἳ ὑπένερθε καμόντας ἀνθρώπους τίνυσθον ὅτις κ’ ἐπίορκον ὀμόσσῃ ὑμεῖς μάρτυροι ἔστε φυλάσσετε δ’ ὅρκια πιστά,speech
εἰ μέν κεν Μενέλαον Ἀλέξανδρος καταπέφνῃ αὐτὸς ἔπειθ’ Ἑλένην ἐχέτω καὶ κτήματα πάντα ἡμεῖς δ’ ἐν νήεσσι νεώμεθα ποντοπόροισιν,speech
εἰ δέ κ’ Ἀλέξανδρον κτείνῃ ξανθὸς Μενέλαος Τρῶας ἔπειθ’ Ἑλένην καὶ κτήματα πάντ’ ἀποδοῦναι τιμὴν δ’ Ἀργείοις ἀποτινέμεν ἥν τιν’ ἔοικεν ἥ τε καὶ ἐσσομένοισι μετ’ ἀνθρώποισι πέληται,speech
εἰ δ’ ἂν ἐμοὶ τιμὴν Πρίαμος Πριάμοιό τε παῖδες τίνειν οὐκ ἐθέλωσιν Ἀλεξάνδροιο πεσόντος αὐτὰρ ἐγὼ καὶ ἔπειτα μαχήσομαι εἵνεκα ποινῆς αὖθι μένων ἧός κε τέλος πολέμοιο κιχείω,speech
ἦ καὶ ἀπὸ στομάχους ἀρνῶν τάμε νηλέϊ χαλκῷ,narrative
καὶ τοὺς μὲν κατέθηκεν ἐπὶ χθονὸς ἀσπαίροντας θυμοῦ δευομένους,narrative
ἀπὸ γὰρ μένος εἵλετο χαλκός,narrative
οἶνον δ’ ἐκ κρητῆρος ἀφυσσόμενοι δεπάεσσιν ἔκχεον ἠδ’ εὔχοντο θεοῖς αἰειγενέτῃσιν,narrative
ὧδε δέ τις εἴπεσκεν Ἀχαιῶν τε Τρώων τε,narrative
Ζεῦ κύδιστε μέγιστε καὶ ἀθάνατοι θεοὶ ἄλλοι ὁππότεροι πρότεροι ὑπὲρ ὅρκια πημήνειαν ὧδέ σφ’ ἐγκέφαλος χαμάδις ῥέοι ὡς ὅδε οἶνος αὐτῶν καὶ τεκέων ἄλοχοι δ’ ἄλλοισι δαμεῖεν,speech
ὣς ἔφαν οὐδ’ ἄρα πώ σφιν ἐπεκραίαινε Κρονίων,narrative
τοῖσι δὲ Δαρδανίδης Πρίαμος μετὰ μῦθον ἔειπε,narrative
κέκλυτέ μευ Τρῶες καὶ ἐϋκνήμιδες Ἀχαιοί,speech
ἤτοι ἐγὼν εἶμι προτὶ Ἴλιον ἠνεμόεσσαν ἄψ ἐπεὶ οὔ πω τλήσομ’ ἐν ὀφθαλμοῖσιν ὁρᾶσθαι μαρνάμενον φίλον υἱὸν ἀρηϊφίλῳ Μενελάῳ,speech
Ζεὺς μέν που τό γε οἶδε καὶ ἀθάνατοι θεοὶ ἄλλοι ὁπποτέρῳ θανάτοιο τέλος πεπρωμένον ἐστίν,speech
ἦ ῥα καὶ ἐς δίφρον ἄρνας θέτο ἰσόθεος φώς ἂν δ’ ἄρ’ ἔβαιν’ αὐτός κατὰ δ’ ἡνία τεῖνεν ὀπίσσω,narrative
πὰρ δέ οἱ Ἀντήνωρ περικαλλέα βήσετο δίφρον,narrative
τὼ μὲν ἄρ’ ἄψορροι προτὶ Ἴλιον ἀπονέοντο,narrative
Ἕκτωρ δὲ Πριάμοιο πάϊς καὶ δῖος Ὀδυσσεὺς χῶρον μὲν πρῶτον διεμέτρεον αὐτὰρ ἔπειτα κλήρους ἐν κυνέῃ χαλκήρεϊ πάλλον ἑλόντες ὁππότερος δὴ πρόσθεν ἀφείη χάλκεον ἔγχος,narrative
λαοὶ δ’ ἠρήσαντο θεοῖσι δὲ χεῖρας ἀνέσχον ὧδε δέ τις εἴπεσκεν Ἀχαιῶν τε Τρώων τε,narrative
Ζεῦ πάτερ Ἴδηθεν μεδέων κύδιστε μέγιστε ὁππότερος τάδε ἔργα μετ’ ἀμφοτέροισιν ἔθηκε τὸν δὸς ἀποφθίμενον δῦναι δόμον Ἄϊδος εἴσω ἡμῖν δ’ αὖ φιλότητα καὶ ὅρκια πιστὰ γενέσθαι,speech
ὣς ἄρ’ ἔφαν πάλλεν δὲ μέγας κορυθαίολος Ἕκτωρ ἂψ ὁρόων,narrative
Πάριος δὲ θοῶς ἐκ κλῆρος ὄρουσεν,narrative
οἳ μὲν ἔπειθ’ ἵζοντο κατὰ στίχας ἧχι ἑκάστῳ ἵπποι ἀερσίποδες καὶ ποικίλα τεύχε’ ἔκειτο,narrative
αὐτὰρ ὅ γ’ ἀμφ’ ὤμοισιν ἐδύσετο τεύχεα καλὰ δῖος Ἀλέξανδρος Ἑλένης πόσις ἠϋκόμοιο,narrative
κνημῖδας μὲν πρῶτα περὶ κνήμῃσιν ἔθηκε καλάς ἀργυρέοισιν ἐπισφυρίοις ἀραρυίας,narrative
δεύτερον αὖ θώρηκα περὶ στήθεσσιν ἔδυνεν οἷο κασιγνήτοιο Λυκάονος,narrative
ἥρμοσε δ’ αὐτῷ,narrative
